LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
364,07.27 09:52:56,chrome.exe *64,www.googletagservices.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['www.googletagservices.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
365,07.27 09:52:56,chrome.exe *64,cm.g.doubleclick.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cm.g.doubleclick.net:443', 'proxy.cse.cuhk.edu.hk:5070']"
366,07.27 09:53:02,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['d.agkn.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
367,07.27 09:53:02,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['d.agkn.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
368,07.27 09:53:02,chrome.exe *64,fcmatch.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['fcmatch.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
369,07.27 09:53:02,chrome.exe *64,fcmatch.youtube.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['fcmatch.youtube.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
370,07.27 09:53:03,chrome.exe *64,i1.ytimg.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['i1.ytimg.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
371,07.27 09:53:11,chrome.exe *64,"r6---sn-i3b7kn76.googlevideo.com:443 close, 1664 bytes (1.62 KB) sent, 72261 bytes (70.5 KB) received, lifetime 00:30",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r6---sn-i3b7kn76.googlevideo.com:443', '1664', '1.62 KB', '72261', '(70.5 KB', '00:30']"
372,07.27 09:53:11,chrome.exe *64,"r6---sn-i3b7kn76.googlevideo.com:443 close, 7639 bytes (7.45 KB) sent, 1492748 bytes (1.42 MB) received, lifetime 00:30",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r6---sn-i3b7kn76.googlevideo.com:443', '7639', '7.45 KB', '1492748', '(1.42 MB', '00:30']"
373,07.27 09:53:23,chrome.exe *64,"d.agkn.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:21",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['d.agkn.com:443', '0', '0', '00:21']"
374,07.27 09:53:23,chrome.exe *64,r6---sn-i3b7knl6.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r6---sn-i3b7knl6.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
375,07.27 09:53:24,chrome.exe *64,r5---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r5---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
376,07.27 09:53:24,chrome.exe *64,r5---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r5---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
377,07.27 09:53:24,chrome.exe *64,r5---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r5---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
378,07.27 09:53:24,chrome.exe *64,r5---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r5---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
379,07.27 09:53:24,chrome.exe *64,r5---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r5---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
380,07.27 09:53:24,chrome.exe *64,r4---sn-i3b7kn76.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r4---sn-i3b7kn76.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
381,07.27 09:53:24,chrome.exe *64,"r4---sn-i3b7kn76.googlevideo.com:443 close, 1173 bytes (1.14 KB) sent, 11041 bytes (10.7 KB) received, lifetime <1 sec",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r4---sn-i3b7kn76.googlevideo.com:443', '1173', '1.14 KB', '11041', '(10.7 KB', '<1 sec']"
382,07.27 09:53:26,chrome.exe *64,"r5---sn-i3b7kn7r.googlevideo.com:443 close, 8926 bytes (8.71 KB) sent, 2032262 bytes (1.93 MB) received, lifetime 00:02",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r5---sn-i3b7kn7r.googlevideo.com:443', '8926', '8.71 KB', '2032262', '(1.93 MB', '00:02']"
383,07.27 09:53:31,chrome.exe *64,r6---sn-4g5edn7e.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r6---sn-4g5edn7e.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
384,07.27 09:53:32,chrome.exe *64,r6---sn-4g5edn7e.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r6---sn-4g5edn7e.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
385,07.27 09:53:32,chrome.exe *64,"r8---sn-i3b7knez.googlevideo.com:443 close, 37424 bytes (36.5 KB) sent, 9079684 bytes (8.65 MB) received, lifetime 00:37",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r8---sn-i3b7knez.googlevideo.com:443', '37424', '36.5 KB', '9079684', '(8.65 MB', '00:37']"
386,07.27 09:53:32,chrome.exe *64,www.googleapis.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['www.googleapis.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
387,07.27 09:53:32,chrome.exe *64,r2---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r2---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
388,07.27 09:53:32,chrome.exe *64,r2---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r2---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
389,07.27 09:53:32,chrome.exe *64,"r6---sn-4g5edn7e.googlevideo.com:443 close, 1172 bytes (1.14 KB) sent, 11041 bytes (10.7 KB) received, lifetime 00:01",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r6---sn-4g5edn7e.googlevideo.com:443', '1172', '1.14 KB', '11041', '(10.7 KB', '00:01']"
390,07.27 09:53:34,chrome.exe *64,"r5---sn-i3b7kn7r.googlevideo.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:10",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['r5---sn-i3b7kn7r.googlevideo.com:443', '0', '0', '00:10']"
391,07.27 09:53:36,chrome.exe *64,"d.agkn.com:443 close, 1184 bytes (1.15 KB) sent, 3649 bytes (3.56 KB) received, lifetime 00:34",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['d.agkn.com:443', '1184', '1.15 KB', '3649', '(3.56 KB', '00:34']"
392,07.27 09:53:36,chrome.exe *64,"r5---sn-i3b7kn7r.googlevideo.com:443 close, 733 bytes sent, 151 bytes received, lifetime 00:12",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['r5---sn-i3b7kn7r.googlevideo.com:443', '733', '151', '00:12']"
393,07.27 09:53:36,chrome.exe *64,"r6---sn-i3b7knl6.googlevideo.com:443 close, 733 bytes sent, 151 bytes received, lifetime 00:13",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['r6---sn-i3b7knl6.googlevideo.com:443', '733', '151', '00:13']"
394,07.27 09:53:37,chrome.exe *64,r6---sn-p5qs7n7s.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r6---sn-p5qs7n7s.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
395,07.27 09:53:37,chrome.exe *64,r6---sn-p5qs7n7s.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r6---sn-p5qs7n7s.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
396,07.27 09:53:38,chrome.exe *64,"r6---sn-p5qs7n7s.googlevideo.com:443 close, 1175 bytes (1.14 KB) sent, 11041 bytes (10.7 KB) received, lifetime 00:01",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r6---sn-p5qs7n7s.googlevideo.com:443', '1175', '1.14 KB', '11041', '(10.7 KB', '00:01']"
397,07.27 09:53:42,chrome.exe *64,"r5---sn-i3b7kn7r.googlevideo.com:443 close, 47792 bytes (46.6 KB) sent, 9619069 bytes (9.17 MB) received, lifetime 00:18",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r5---sn-i3b7kn7r.googlevideo.com:443', '47792', '46.6 KB', '9619069', '(9.17 MB', '00:18']"
398,07.27 09:53:42,chrome.exe *64,"r6---sn-4g5edn7e.googlevideo.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:10",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['r6---sn-4g5edn7e.googlevideo.com:443', '0', '0', '00:10']"
399,07.27 09:53:45,chrome.exe *64,d.agkn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['d.agkn.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
400,07.27 09:53:48,chrome.exe *64,"r6---sn-p5qs7n7s.googlevideo.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:11",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['r6---sn-p5qs7n7s.googlevideo.com:443', '0', '0', '00:11']"
401,07.27 09:54:02,chrome.exe *64,"r2---sn-i3b7kn7r.googlevideo.com:443 close, 4097 bytes (4.00 KB) sent, 532450 bytes (519 KB) received, lifetime 00:30",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r2---sn-i3b7kn7r.googlevideo.com:443', '4097', '4.00 KB', '532450', '(519 KB', '00:30']"
402,07.27 09:54:02,chrome.exe *64,"r2---sn-i3b7kn7r.googlevideo.com:443 close, 2883 bytes (2.81 KB) sent, 90785 bytes (88.6 KB) received, lifetime 00:30",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r2---sn-i3b7kn7r.googlevideo.com:443', '2883', '2.81 KB', '90785', '(88.6 KB', '00:30']"
403,07.27 09:54:06,chrome.exe *64,"r8---sn-i3b7knez.googlevideo.com:443 close, 39964 bytes (39.0 KB) sent, 12222158 bytes (11.6 MB) received, lifetime 01:11",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r8---sn-i3b7knez.googlevideo.com:443', '39964', '39.0 KB', '12222158', '(11.6 MB', '01:11']"
404,07.27 09:54:08,chrome.exe *64,"r5---sn-i3b7kn7r.googlevideo.com:443 close, 123407 bytes (120 KB) sent, 23244799 bytes (22.1 MB) received, lifetime 00:44",a40bb140,"<*> close, <*> bytes <*> <*>) sent, <*> bytes (<*> <*>) received, lifetime <*>","['r5---sn-i3b7kn7r.googlevideo.com:443', '123407', '(120 KB', '23244799', '22.1 MB', '00:44']"
405,07.27 09:54:08,chrome.exe *64,r5---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r5---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
406,07.27 09:54:08,chrome.exe *64,r5---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r5---sn-i3b7kn7r.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
407,07.27 09:54:09,chrome.exe *64,r8---sn-i3b7knez.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r8---sn-i3b7knez.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
408,07.27 09:54:11,chrome.exe *64,"people-pa.clients6.google.com:443 close, 1705 bytes (1.66 KB) sent, 4808 bytes (4.69 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['people-pa.clients6.google.com:443', '1705', '1.66 KB', '4808', '(4.69 KB', '04:00']"
409,07.27 09:54:25,chrome.exe *64,"d.agkn.com:443 close, 2000 bytes (1.95 KB) sent, 1883 bytes (1.83 KB) received, lifetime 00:40",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['d.agkn.com:443', '2000', '1.95 KB', '1883', '(1.83 KB', '00:40']"
410,07.27 09:54:25,chrome.exe *64,"ssl.gstatic.com:443 close, 1180 bytes (1.15 KB) sent, 5379 bytes (5.25 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['ssl.gstatic.com:443', '1180', '1.15 KB', '5379', '(5.25 KB', '04:00']"
411,07.27 09:54:32,chrome.exe *64,"www.google.com:443 close, 1642 bytes (1.60 KB) sent, 18651 bytes (18.2 KB) received, lifetime 04:02",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.google.com:443', '1642', '1.60 KB', '18651', '(18.2 KB', '04:02']"
412,07.27 09:54:33,chrome.exe *64,"www.gstatic.com:443 close, 1163 bytes (1.13 KB) sent, 103872 bytes (101 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.gstatic.com:443', '1163', '1.13 KB', '103872', '(101 KB', '04:00']"
413,07.27 09:54:33,chrome.exe *64,"www.gstatic.com:443 close, 911 bytes sent, 5974 bytes (5.83 KB) received, lifetime 04:00",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['www.gstatic.com:443', '911', '5974', '5.83 KB', '04:00']"
414,07.27 09:54:34,chrome.exe *64,"s0.2mdn.net:443 close, 1131 bytes (1.10 KB) sent, 65632 bytes (64.0 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['s0.2mdn.net:443', '1131', '1.10 KB', '65632', '(64.0 KB', '04:00']"
415,07.27 09:54:34,chrome.exe *64,"googleads4.g.doubleclick.net:443 close, 1791 bytes (1.74 KB) sent, 4998 bytes (4.88 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['googleads4.g.doubleclick.net:443', '1791', '1.74 KB', '4998', '(4.88 KB', '04:00']"
416,07.27 09:54:34,chrome.exe *64,"www.gstatic.com:443 close, 1400 bytes (1.36 KB) sent, 12075 bytes (11.7 KB) received, lifetime 04:04",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.gstatic.com:443', '1400', '1.36 KB', '12075', '(11.7 KB', '04:04']"
417,07.27 09:54:35,chrome.exe *64,"static.doubleclick.net:443 close, 1355 bytes (1.32 KB) sent, 4730 bytes (4.61 KB) received, lifetime 04:03",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['static.doubleclick.net:443', '1355', '1.32 KB', '4730', '(4.61 KB', '04:03']"
418,07.27 09:54:38,chrome.exe *64,"r5---sn-i3b7kn7r.googlevideo.com:443 close, 11667 bytes (11.3 KB) sent, 2263784 bytes (2.15 MB) received, lifetime 00:30",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r5---sn-i3b7kn7r.googlevideo.com:443', '11667', '11.3 KB', '2263784', '(2.15 MB', '00:30']"
419,07.27 09:54:40,chrome.exe *64,r8---sn-i3b7knez.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r8---sn-i3b7knez.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
420,07.27 09:54:52,chrome.exe *64,"r8---sn-i3b7knez.googlevideo.com:443 close, 733 bytes sent, 151 bytes received, lifetime 00:12",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['r8---sn-i3b7knez.googlevideo.com:443', '733', '151', '00:12']"
421,07.27 09:55:02,chrome.exe *64,"r5---sn-i3b7kn7r.googlevideo.com:443 close, 60359 bytes (58.9 KB) sent, 18012624 bytes (17.1 MB) received, lifetime 00:54",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['r5---sn-i3b7kn7r.googlevideo.com:443', '60359', '58.9 KB', '18012624', '(17.1 MB', '00:54']"
422,07.27 09:55:09,chrome.exe *64,"mtalk.google.com:443 close, 985 bytes sent, 463 bytes received, lifetime 14:59",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['mtalk.google.com:443', '985', '463', '14:59']"
423,07.27 09:55:09,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",2b71c77d,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>","['mtalk.google.com:5228', 'proxy.cse.cuhk.edu.hk:5070', '403']"
424,07.27 09:55:10,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",2b71c77d,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target, status code <*>","['mtalk.google.com:5228', 'proxy.cse.cuhk.edu.hk:5070', '403']"
425,07.27 09:55:34,chrome.exe *64,"clients6.google.com:443 close, 28264 bytes (27.6 KB) sent, 17236 bytes (16.8 KB) received, lifetime 16:03",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['clients6.google.com:443', '28264', '27.6 KB', '17236', '(16.8 KB', '16:03']"
426,07.27 09:55:36,chrome.exe *64,mtalk.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['mtalk.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
427,07.27 09:56:34,chrome.exe *64,"mail.google.com:443 close, 13657 bytes (13.3 KB) sent, 28819 bytes (28.1 KB) received, lifetime 06:28",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['mail.google.com:443', '13657', '13.3 KB', '28819', '(28.1 KB', '06:28']"
428,07.27 09:56:34,Dropbox.exe,"bolt.dropbox.com:443 close, 59779 bytes (58.3 KB) sent, 19576 bytes (19.1 KB) received, lifetime 59:45",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['bolt.dropbox.com:443', '59779', '58.3 KB', '19576', '(19.1 KB', '59:45']"
429,07.27 09:56:35,Dropbox.exe,bolt.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['bolt.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
430,07.27 09:56:35,Dropbox.exe,"bolt.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['bolt.dropbox.com:443', '0', '0', '<1 sec']"
431,07.27 09:56:35,chrome.exe *64,"ade.googlesyndication.com:443 close, 2473 bytes (2.41 KB) sent, 6447 bytes (6.29 KB) received, lifetime 05:50",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['ade.googlesyndication.com:443', '2473', '2.41 KB', '6447', '(6.29 KB', '05:50']"
432,07.27 09:56:35,chrome.exe *64,"lh3.googleusercontent.com:443 close, 1349 bytes (1.31 KB) sent, 4953 bytes (4.83 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['lh3.googleusercontent.com:443', '1349', '1.31 KB', '4953', '(4.83 KB', '04:00']"
433,07.27 09:56:35,chrome.exe *64,"people-pa.clients6.google.com:443 close, 5244 bytes (5.12 KB) sent, 9523 bytes (9.29 KB) received, lifetime 06:24",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['people-pa.clients6.google.com:443', '5244', '5.12 KB', '9523', '(9.29 KB', '06:24']"
434,07.27 09:56:36,Dropbox.exe,bolt.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['bolt.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
435,07.27 09:56:41,chrome.exe *64,"www.google-analytics.com:443 close, 1429 bytes (1.39 KB) sent, 5011 bytes (4.89 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.google-analytics.com:443', '1429', '1.39 KB', '5011', '(4.89 KB', '04:00']"
436,07.27 09:56:50,chrome.exe *64,"s2.googleusercontent.com:443 close, 3369 bytes (3.29 KB) sent, 19461 bytes (19.0 KB) received, lifetime 06:20",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['s2.googleusercontent.com:443', '3369', '3.29 KB', '19461', '(19.0 KB', '06:20']"
437,07.27 09:56:56,chrome.exe *64,"plus.google.com:443 close, 36724 bytes (35.8 KB) sent, 163834 bytes (159 KB) received, lifetime 06:45",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['plus.google.com:443', '36724', '35.8 KB', '163834', '(159 KB', '06:45']"
438,07.27 09:56:56,chrome.exe *64,"www.googletagservices.com:443 close, 983 bytes sent, 6845 bytes (6.68 KB) received, lifetime 04:00",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['www.googletagservices.com:443', '983', '6845', '6.68 KB', '04:00']"
439,07.27 09:57:25,chrome.exe *64,"www.googleadservices.com:443 close, 2584 bytes (2.52 KB) sent, 7678 bytes (7.49 KB) received, lifetime 06:49",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.googleadservices.com:443', '2584', '2.52 KB', '7678', '(7.49 KB', '06:49']"
440,07.27 09:57:25,chrome.exe *64,"www.google.com.hk:443 close, 7900 bytes (7.71 KB) sent, 77789 bytes (75.9 KB) received, lifetime 06:55",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.google.com.hk:443', '7900', '7.71 KB', '77789', '(75.9 KB', '06:55']"
441,07.27 09:57:27,chrome.exe *64,"s0.2mdn.net:443 close, 3791 bytes (3.70 KB) sent, 165856 bytes (161 KB) received, lifetime 06:53",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['s0.2mdn.net:443', '3791', '3.70 KB', '165856', '(161 KB', '06:53']"
442,07.27 09:57:27,chrome.exe *64,"yt3.ggpht.com:443 close, 18835 bytes (18.3 KB) sent, 407121 bytes (397 KB) received, lifetime 06:54",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['yt3.ggpht.com:443', '18835', '18.3 KB', '407121', '(397 KB', '06:54']"
443,07.27 09:57:31,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['play.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
444,07.27 09:57:32,chrome.exe *64,"i1.ytimg.com:443 close, 1421 bytes (1.38 KB) sent, 41785 bytes (40.8 KB) received, lifetime 04:29",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i1.ytimg.com:443', '1421', '1.38 KB', '41785', '(40.8 KB', '04:29']"
445,07.27 09:57:32,chrome.exe *64,"www.googleapis.com:443 close, 1046 bytes (1.02 KB) sent, 5463 bytes (5.33 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.googleapis.com:443', '1046', '1.02 KB', '5463', '(5.33 KB', '04:00']"
446,07.27 09:57:38,chrome.exe *64,safebrowsing.googleapis.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['safebrowsing.googleapis.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
447,07.27 09:57:42,chrome.exe *64,r8---sn-i3b7knez.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['r8---sn-i3b7knez.googlevideo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
448,07.27 09:57:48,chrome.exe *64,"tpc.googlesyndication.com:443 close, 13325 bytes (13.0 KB) sent, 512813 bytes (500 KB) received, lifetime 07:15",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['tpc.googlesyndication.com:443', '13325', '13.0 KB', '512813', '(500 KB', '07:15']"
